Handle,Title,Vendor,Variant SKU,Variant Price,Variant Inventory Qty,Product Type,Variant Inventory Tracker,Status
victor-camarena-vest-victtor-camarena-mexican-embroidered-vest,Victtor Camarena Mexican Embroidered Vest,VICTOR CAMARENA,VICTOR-CAMARENA-VEST-VICTTOR-CAMARENA-MEXICAN-EMBROIDERED-VEST,28.07,1,VEST,shopify,draft
wrangler-bottoms-vintage-wranglers,Vintage Wranglers,WRANGLER,WRANGLER-BOTTOMS-VINTAGE-WRANGLERS,,1,BOTTOMS,shopify,draft
wrangler-tops-denim-jacket,Denim Jacket,WRANGLER,WRANGLER-TOPS-DENIM-JACKET,79.77,1,TOPS,shopify,draft
wrangler-vest-denim-vintage-handmade-vest,Denim Vintage Handmade Vest,WRANGLER,WRANGLER-VEST-DENIM-VINTAGE-HANDMADE-VEST,46.77,1,VEST,shopify,draft
bottoms-vintage-electric-blue-chaps,Vintage Electric Blue Chaps,,BOTTOMS-VINTAGE-ELECTRIC-BLUE-CHAPS,188,1,BOTTOMS,shopify,draft
bracelets-1930-s-1940-s-bracelet,1930’s 1940’s bracelet,,BRACELETS-1930-S-1940-S-BRACELET,40,1,BRACELETS,shopify,draft
hats-1950-black-straw-hat,1950 black straw hat,,HATS-1950-BLACK-STRAW-HAT,,0,HATS,shopify,draft
home-goods-1950-s-stellar-window-seat-cushions,1950’s stellar window seat cushions,,HOME-GOODS-1950-S-STELLAR-WINDOW-SEAT-CUSHIONS,,0,HOME GOODS,shopify,draft
shoes-1954-majorette-boots,1954 Majorette boots,,SHOES-1954-MAJORETTE-BOOTS,,0,SHOES,shopify,draft
art-1992-mardi-gras-poster,1992 Mardi Gras Poster,,ART-1992-MARDI-GRAS-POSTER,,1,ART,shopify,draft
dresses-50-s-tulle-gown,50’s Tulle Gown,,DRESSES-50-S-TULLE-GOWN,90,1,DRESSES,shopify,draft
dresses-50-s-tulle-white-gown,50’s tulle white gown,,DRESSES-50-S-TULLE-WHITE-GOWN,,1,DRESSES,shopify,draft
pins-60-s-czech-pendant,60’s Czech pendant,,PINS-60-S-CZECH-PENDANT,,0,PINS,shopify,draft
dresses-60-s-silver-green,60’s Silver Green,,DRESSES-60-S-SILVER-GREEN,,1,DRESSES,shopify,draft
bracelets-60-s-bracelet,60’s bracelet,,BRACELETS-60-S-BRACELET,,0,BRACELETS,shopify,draft
accessories-60-s-ring,60’s ring,,ACCESSORIES-60-S-RING,,0,ACCESSORIES,shopify,draft
tops-70-s-marbling-cream-pinwheel,70’s Marbling Cream Pinwheel,,TOPS-70-S-MARBLING-CREAM-PINWHEEL,23,1,TOPS,shopify,draft
dresses-70-s-yellow-rona-polka-dot-dress,70’s Yellow Rona Polka Dot Dress,,DRESSES-70-S-YELLOW-RONA-POLKA-DOT-DRESS,,1,DRESSES,shopify,draft
vest-70-s-cowboy-nouveau-vest,70’s cowboy nouveau vest,,VEST-70-S-COWBOY-NOUVEAU-VEST,,1,VEST,shopify,draft
accessories-7,7♣️,,ACCESSORIES-7,,0,ACCESSORIES,shopify,draft
clothing-80-s-leotard,80’s Leotard,,CLOTHING-80-S-LEOTARD,,0,CLOTHING,shopify,draft
tops-90-s-wool-print-sweater,90’s Wool Print Sweater,,TOPS-90-S-WOOL-PRINT-SWEATER,,0,TOPS,shopify,draft
tops-action-sportswear-dagger-shirt-leisure-scene,Action Sportswear Dagger Shirt Leisure Scene,,TOPS-ACTION-SPORTSWEAR-DAGGER-SHIRT-LEISURE-SCENE,23,1,TOPS,shopify,draft
kimonos-african-kimono-green-no-label,African Kimono Green No Label,,KIMONOS-AFRICAN-KIMONO-GREEN-NO-LABEL,30,1,KIMONOS,shopify,draft
stationary-and-prints-alex-luciano-possum,Alex Luciano Possum,,STATIONARY-AND-PRINTS-ALEX-LUCIANO-POSSUM,,0,STATIONARY AND PRINTS,shopify,draft
stationary-and-prints-alexa-pulitzer-cocktail-napkins-laissez-les-bons-temps-rouler,Alexa Pulitzer Cocktail Napkins laissez les bons temps rouler,,STATIONARY-AND-PRINTS-ALEXA-PULITZER-COCKTAIL-NAPKINS-LAISSEZ-LES-BONS-TEMPS-ROULER,,5,STATIONARY AND PRINTS,shopify,draft
stationary-and-prints-alexa-pulitzer-merry-christmas-gator,Alexa Pulitzer Merry Christmas Gator,,STATIONARY-AND-PRINTS-ALEXA-PULITZER-MERRY-CHRISTMAS-GATOR,,0,STATIONARY AND PRINTS,shopify,draft
stationary-and-prints-alexa-second-line-gators-note,Alexa Second Line Gators Note,,STATIONARY-AND-PRINTS-ALEXA-SECOND-LINE-GATORS-NOTE,10,2,STATIONARY AND PRINTS,shopify,draft
clothing-alexander-campbell-hunting-party-skirt,Alexander Campbell hunting party skirt,,CLOTHING-ALEXANDER-CAMPBELL-HUNTING-PARTY-SKIRT,,0,CLOTHING,shopify,draft
handbags-alice-in-wonderland-bag-vintage-fabric,Alice in Wonderland Bag Vintage fabric,,HANDBAGS-ALICE-IN-WONDERLAND-BAG-VINTAGE-FABRIC,20,2,HANDBAGS,shopify,draft
handbags-alice-in-wonderland-bag-vintage-fabric,Alice in Wonderland Bag Vintage fabric,,HANDBAGS-ALICE-IN-WONDERLAND-BAG-VINTAGE-FABRIC,20,3,HANDBAGS,shopify,draft
handbags-alice-in-wonderland-bag-vintage-fabric,Alice in Wonderland Bag Vintage fabric,,HANDBAGS-ALICE-IN-WONDERLAND-BAG-VINTAGE-FABRIC,20,2,HANDBAGS,shopify,draft
handbags-alice-in-wonderland-bag-vintage-fabric,Alice in Wonderland Bag Vintage fabric,,HANDBAGS-ALICE-IN-WONDERLAND-BAG-VINTAGE-FABRIC,,2,HANDBAGS,shopify,draft
handbags-alice-in-wonderland-bag-vintage-fabric,Alice in Wonderland Bag Vintage fabric,,HANDBAGS-ALICE-IN-WONDERLAND-BAG-VINTAGE-FABRIC,20,3,HANDBAGS,shopify,draft
napkins-all-roads-grid-napkin-pair,All Roads Grid Napkin Pair,,NAPKINS-ALL-ROADS-GRID-NAPKIN-PAIR,24,2,NAPKINS,shopify,draft
home-goods-all-roads-suede-coaster-set,All Roads Suede Coaster Set,,HOME-GOODS-ALL-ROADS-SUEDE-COASTER-SET,22.5,3,HOME GOODS,shopify,draft
home-goods-all-roads-suede-pot-holder,All Roads Suede Pot Holder,,HOME-GOODS-ALL-ROADS-SUEDE-POT-HOLDER,15,5,HOME GOODS,shopify,draft
bath-and-body-all-roads-mineral-bath-soak,All Roads mineral bath soak,,BATH-AND-BODY-ALL-ROADS-MINERAL-BATH-SOAK,7,7,BATH AND BODY,shopify,draft
dresses-aloha-vintage-dress,Aloha Vintage Dress,,DRESSES-ALOHA-VINTAGE-DRESS,,1,DRESSES,shopify,draft
tops-andrade-honolulu-mucha,Andrade Honolulu Mucha,,TOPS-ANDRADE-HONOLULU-MUCHA,30,1,TOPS,shopify,draft
dresses-anne-crimmins-for-uni-collections-silk-dress,Anne Crimmins for Uni Collections Silk Dress,,DRESSES-ANNE-CRIMMINS-FOR-UNI-COLLECTIONS-SILK-DRESS,13,1,DRESSES,shopify,draft
home-goods-anthropologie-runner-vintage,Anthropologie runner vintage,,HOME-GOODS-ANTHROPOLOGIE-RUNNER-VINTAGE,,0,HOME GOODS,shopify,draft
necklaces-antique-deco-rhodium-glass-necklace,Antique Deco Rhodium Glass Necklace,,NECKLACES-ANTIQUE-DECO-RHODIUM-GLASS-NECKLACE,60,1,NECKLACES,shopify,draft
accessories-antique-mardi-gras-beads,Antique Mardi Gras Beads,,ACCESSORIES-ANTIQUE-MARDI-GRAS-BEADS,,0,ACCESSORIES,shopify,draft
art-antique-portrait-photography-blue-dress,Antique Portrait Photography Blue Dress,,ART-ANTIQUE-PORTRAIT-PHOTOGRAPHY-BLUE-DRESS,,0,ART,shopify,draft
home-goods-antique-seating-cards,Antique Seating Cards,,HOME-GOODS-ANTIQUE-SEATING-CARDS,,1,HOME GOODS,shopify,draft
art-antique-sign-land-surveyor,Antique Sign Land Surveyor,,ART-ANTIQUE-SIGN-LAND-SURVEYOR,80,1,ART,shopify,draft
ornaments-antique-curtain-tiebacks-large,Antique curtain tiebacks Large,,ORNAMENTS-ANTIQUE-CURTAIN-TIEBACKS-LARGE,9.5,1,ORNAMENTS,shopify,draft
ornaments-antique-curtain-tiebacks-small,Antique curtain tiebacks Small,,ORNAMENTS-ANTIQUE-CURTAIN-TIEBACKS-SMALL,9.5,1,ORNAMENTS,shopify,draft
home-goods-aquiesse,Aquiesse,,HOME-GOODS-AQUIESSE,,0,HOME GOODS,shopify,draft
clothing-aratta-legend-of-the-crane-kimono,Aratta Legend of the Crane Kimono,,CLOTHING-ARATTA-LEGEND-OF-THE-CRANE-KIMONO,75,0,CLOTHING,shopify,draft
clothing-aratta-marcella,Aratta Marcella,,CLOTHING-ARATTA-MARCELLA,,0,CLOTHING,shopify,draft
tops-aratta-amore-chiffon-hand-embellished-blouse,Aratta Amore Chiffon Hand Embellished Blouse,,TOPS-ARATTA-AMORE-CHIFFON-HAND-EMBELLISHED-BLOUSE,79,1,TOPS,shopify,draft
kimonos-aratta-carmelia-caftan,Aratta Carmelia Caftan,,KIMONOS-ARATTA-CARMELIA-CAFTAN,85,1,KIMONOS,shopify,draft
kimonos-aratta-carmelia-kimono,Aratta Carmelia Kimono,,KIMONOS-ARATTA-CARMELIA-KIMONO,85,0,KIMONOS,shopify,draft
kimonos-aratta-fantasy-kimono,Aratta Fantasy Kimono,,KIMONOS-ARATTA-FANTASY-KIMONO,79,1,KIMONOS,shopify,draft
caftans-aratta-miami-duster,Aratta Miami Duster,,CAFTANS-ARATTA-MIAMI-DUSTER,92,1,CAFTANS,shopify,draft
tops-aratta-renaissance-silk-jacquard-blazer,Aratta Renaissance Silk Jacquard Blazer,,TOPS-ARATTA-RENAISSANCE-SILK-JACQUARD-BLAZER,110,1,TOPS,shopify,draft
tops-aratta-roma-lace-touch-shirt,Aratta Roma Lace Touch Shirt,,TOPS-ARATTA-ROMA-LACE-TOUCH-SHIRT,75,1,TOPS,shopify,draft
kimonos-aratta-story-of-the-crane,Aratta Story of the Crane,,KIMONOS-ARATTA-STORY-OF-THE-CRANE,65,0,KIMONOS,shopify,draft
tops-aratta-vintage-tulips-shirt,Aratta Vintage Tulips Shirt,,TOPS-ARATTA-VINTAGE-TULIPS-SHIRT,79,0,TOPS,shopify,draft
tops-aratta-wild-wild-west-shirt,Aratta Wild Wild West Shirt,,TOPS-ARATTA-WILD-WILD-WEST-SHIRT,69,1,TOPS,shopify,draft
glassware-asian-bowl,Asian Bowl,,GLASSWARE-ASIAN-BOWL,,0,GLASSWARE,shopify,draft
art-atchafalaya-poster,Atchafalaya Poster,,ART-ATCHAFALAYA-POSTER,22,0,ART,shopify,draft
tops-aura-vintage-blazer,Aura Vintage Blazer,,TOPS-AURA-VINTAGE-BLAZER,125,1,TOPS,shopify,draft
necklaces-austrian-pendant-blue,Austrian Pendant Blue,,NECKLACES-AUSTRIAN-PENDANT-BLUE,40,1,NECKLACES,shopify,draft
home-goods-bar,Bar,,HOME-GOODS-BAR,700,0,HOME GOODS,shopify,draft
bath-and-body-bathing-culture-golden-hour-hydrosol-mist-3oz,Bathing Culture Golden Hour Hydrosol Mist 3oz,,BATH-AND-BODY-BATHING-CULTURE-GOLDEN-HOUR-HYDROSOL-MIST-3OZ,,0,BATH AND BODY,shopify,draft
bath-and-body-bathing-culture-heat-wave-body-oil-nude-beach-4oz,Bathing Culture Heat Wave Body Oil Nude Beach 4oz,,BATH-AND-BODY-BATHING-CULTURE-HEAT-WAVE-BODY-OIL-NUDE-BEACH-4OZ,,0,BATH AND BODY,shopify,draft
bath-and-body-bathing-culture-mind-body-wash-cathedral-grove-8oz,Bathing Culture Mind & Body Wash Cathedral Grove 8oz,,BATH-AND-BODY-BATHING-CULTURE-MIND-BODY-WASH-CATHEDRAL-GROVE-8OZ,,0,BATH AND BODY,shopify,draft
bath-and-body-bathing-culture-travel-size-kelp-forrest-shampoo,Bathing Culture travel size Kelp Forrest Shampoo,,BATH-AND-BODY-BATHING-CULTURE-TRAVEL-SIZE-KELP-FORREST-SHAMPOO,6,12,BATH AND BODY,shopify,draft
bath-and-body-bathing-culture-travel-size-good-seed-conditioner,Bathing Culture travel size good seed conditioner,,BATH-AND-BODY-BATHING-CULTURE-TRAVEL-SIZE-GOOD-SEED-CONDITIONER,6,12,BATH AND BODY,shopify,draft
bath-and-body-bathing-culture-bar-soap,Bathing culture bar soap,,BATH-AND-BODY-BATHING-CULTURE-BAR-SOAP,,0,BATH AND BODY,shopify,draft
bath-and-body-bathing-culture-bath-gel-refill,Bathing culture bath gel refill,,BATH-AND-BODY-BATHING-CULTURE-BATH-GEL-REFILL,,0,BATH AND BODY,shopify,draft
vest-bayou-ramblers-vintage-vest,Bayou Ramblers Vintage Vest,,VEST-BAYOU-RAMBLERS-VINTAGE-VEST,,1,VEST,shopify,draft
earrings-beetle-earrings-we-come-in-peace,Beetle earrings We come in Peace,,EARRINGS-BEETLE-EARRINGS-WE-COME-IN-PEACE,,0,EARRINGS,shopify,draft
accessories-belgian-horse-pedant,Belgian Horse Pedant,,ACCESSORIES-BELGIAN-HORSE-PEDANT,,3,ACCESSORIES,shopify,draft
art-beware-banjo-cats-print,Beware banjo cats print,,ART-BEWARE-BANJO-CATS-PRINT,,0,ART,shopify,draft
dresses-black-white-victoria-beckham,Black & White Victoria Beckham,,DRESSES-BLACK-WHITE-VICTORIA-BECKHAM,,0,DRESSES,shopify,draft
glasses-black-and-gold-tumblers,Black and Gold Tumblers,,GLASSES-BLACK-AND-GOLD-TUMBLERS,,0,GLASSES,shopify,draft
stationary-and-prints-blackbird-snake-you-re-the-best,Blackbird snake you’re the best,,STATIONARY-AND-PRINTS-BLACKBIRD-SNAKE-YOU-RE-THE-BEST,,0,STATIONARY AND PRINTS,shopify,draft
bath-and-body-blcd-mist,Blcd mist,,BATH-AND-BODY-BLCD-MIST,,0,BATH AND BODY,shopify,draft
tops-blue-aloha-tee,Blue Aloha Tee,,TOPS-BLUE-ALOHA-TEE,13,1,TOPS,shopify,draft
clothing-blue-duster-vintage,Blue Duster Vintage,,CLOTHING-BLUE-DUSTER-VINTAGE,,0,CLOTHING,shopify,draft
home-goods-blue-glass-from-italy,Blue Glass (from Italy),,HOME-GOODS-BLUE-GLASS-FROM-ITALY,,0,HOME GOODS,shopify,draft
dresses-blue-hawaii-vintage-dress,Blue Hawaii Vintage Dress,,DRESSES-BLUE-HAWAII-VINTAGE-DRESS,,1,DRESSES,shopify,draft
dresses-blue-and-lime-green-vintage-dress,Blue and Lime Green Vintage Dress,,DRESSES-BLUE-AND-LIME-GREEN-VINTAGE-DRESS,13,1,DRESSES,shopify,draft
accessories-bolo-tie-western-boots-and-cowboy-hat,Bolo Tie Western Boots and Cowboy Hat,,ACCESSORIES-BOLO-TIE-WESTERN-BOOTS-AND-COWBOY-HAT,,1,ACCESSORIES,shopify,draft
art-bourbon-light-up-sign,Bourbon Light Up Sign,,ART-BOURBON-LIGHT-UP-SIGN,175,1,ART,shopify,draft
accessories-bow-tie-earrings,Bow tie earrings,,ACCESSORIES-BOW-TIE-EARRINGS,,0,ACCESSORIES,shopify,draft
bracelets-brass-antique-coin-bracelet,Brass Antique Coin Bracelet,,BRACELETS-BRASS-ANTIQUE-COIN-BRACELET,,1,BRACELETS,shopify,draft
necklaces-brass-antique-coin-pendants,Brass Antique Coin Pendants,,NECKLACES-BRASS-ANTIQUE-COIN-PENDANTS,12,21,NECKLACES,shopify,draft
belts-brass-vintage-buckle,Brass Vintage Buckle,,BELTS-BRASS-VINTAGE-BUCKLE,,1,BELTS,shopify,draft
pins-brass-western-hat-or-lapel-pins,Brass Western Hat or Lapel Pins,,PINS-BRASS-WESTERN-HAT-OR-LAPEL-PINS,12,14,PINS,shopify,draft
accessories-brass-western-scarf-slide,Brass Western Scarf Slide,,ACCESSORIES-BRASS-WESTERN-SCARF-SLIDE,,14,ACCESSORIES,shopify,draft
dresses-brightest-dress-in-the-world,Brightest Dress in the World,,DRESSES-BRIGHTEST-DRESS-IN-THE-WORLD,,1,DRESSES,shopify,draft
pins-brooch-1890-s-amber-floral,Brooch 1890’s Amber Floral,,PINS-BROOCH-1890-S-AMBER-FLORAL,65,1,PINS,shopify,draft
pins-brooch-1890-s-amethyst,Brooch 1890’s amethyst,,PINS-BROOCH-1890-S-AMETHYST,45,1,PINS,shopify,draft
pins-brooch-1890-s-emerald-floral,Brooch 1890’s emerald floral,,PINS-BROOCH-1890-S-EMERALD-FLORAL,40,1,PINS,shopify,draft
pins-brooch-60-s-owl-green,Brooch 60’s owl green,,PINS-BROOCH-60-S-OWL-GREEN,15,1,PINS,shopify,draft
dresses-butterfly-vintage-gown,Butterfly Vintage Gown,,DRESSES-BUTTERFLY-VINTAGE-GOWN,,0,DRESSES,shopify,draft
pins-butterfly-pin45,Butterfly pin45,,PINS-BUTTERFLY-PIN45,,0,PINS,shopify,draft
tops-by-togetether-finely-ribbed-plunge-v-neck,By Togetether Finely Ribbed Plunge V Neck,,TOPS-BY-TOGETETHER-FINELY-RIBBED-PLUNGE-V-NECK,12,3,TOPS,shopify,draft
tops-by-together-crochet-sleeveless-top,By Together Crochet Sleeveless Top,,TOPS-BY-TOGETHER-CROCHET-SLEEVELESS-TOP,35,5,TOPS,shopify,draft
tops-by-together-halter-neck-top,By Together Halter Neck Top,,TOPS-BY-TOGETHER-HALTER-NECK-TOP,6,2,TOPS,shopify,draft
bath-and-body-bywater,Bywater,,BATH-AND-BODY-BYWATER,,0,BATH AND BODY,shopify,draft
accessories-cactus-earrings,Cactus Earrings,,ACCESSORIES-CACTUS-EARRINGS,,0,ACCESSORIES,shopify,draft
towels-calhoun-co-dream-garden-tea-towel,Calhoun & Co Dream Garden Tea Towel,,TOWELS-CALHOUN-CO-DREAM-GARDEN-TEA-TOWEL,9.5,0,TOWELS,shopify,draft
handbags-calhoun-co-howdy-cowgirl-tote,Calhoun & Co Howdy Cowgirl Tote,,HANDBAGS-CALHOUN-CO-HOWDY-COWGIRL-TOTE,14,3,HANDBAGS,shopify,draft
bath-and-body-calhoun-canned-tomatoes,Calhoun Canned Tomatoes,,BATH-AND-BODY-CALHOUN-CANNED-TOMATOES,,0,BATH AND BODY,shopify,draft
towels-calhoun-floral-tea-towel,Calhoun Floral Tea Towel,,TOWELS-CALHOUN-FLORAL-TEA-TOWEL,,0,TOWELS,shopify,draft
tops-california-sweater-vintage,California Sweater Vintage,,TOPS-CALIFORNIA-SWEATER-VINTAGE,20,1,TOPS,shopify,draft
books-carchitecture,Carchitecture,,BOOKS-CARCHITECTURE,,0,BOOKS,shopify,draft
tops-carlisle-100-linen-aloha-blazer,Carlisle 100% Linen Aloha Blazer,,TOPS-CARLISLE-100-LINEN-ALOHA-BLAZER,13,1,TOPS,shopify,draft
art-carousel-grey-hound,Carousel Grey Hound,,ART-CAROUSEL-GREY-HOUND,,0,ART,shopify,draft
art-carousel-panel,Carousel Panel,,ART-CAROUSEL-PANEL,350,1,ART,shopify,draft
home-goods-cat-chair-tabby,Cat Chair Tabby,,HOME-GOODS-CAT-CHAIR-TABBY,,1,HOME GOODS,shopify,draft
clothing-cat-nightgown-vintage-pink-exclusively-yours,Cat Nightgown Vintage Pink Exclusively Yours,,CLOTHING-CAT-NIGHTGOWN-VINTAGE-PINK-EXCLUSIVELY-YOURS,20,1,CLOTHING,shopify,draft
art-catfish-festival-poster,Catfish Festival Poster,,ART-CATFISH-FESTIVAL-POSTER,22,2,ART,shopify,draft
art-catfish-poster,Catfish Poster,,ART-CATFISH-POSTER,22,0,ART,shopify,draft
pins-celeste-mogador-a-certain-look,Celeste Mogador A Certain Look,,PINS-CELESTE-MOGADOR-A-CERTAIN-LOOK,39.6,2,PINS,shopify,draft
pins-celeste-mogador-a-pretty-green-bow,Celeste Mogador A Pretty Green Bow,,PINS-CELESTE-MOGADOR-A-PRETTY-GREEN-BOW,70.4,1,PINS,shopify,draft
cards-champagne-congratulations-fold-out-card-blackbird-press,Champagne Congratulations fold out card Blackbird Press,,CARDS-CHAMPAGNE-CONGRATULATIONS-FOLD-OUT-CARD-BLACKBIRD-PRESS,3.5,2,CARDS,shopify,draft
jumpsuit-cheerleader-59-59-t-h-s-jumpsuit,Cheerleader 59 59 T.H.S jumpsuit,,JUMPSUIT-CHEERLEADER-59-59-T-H-S-JUMPSUIT,100,2,JUMPSUIT,shopify,draft
tops-cheetah-needlepoint-vintage-denim-shirt,Cheetah Needlepoint Vintage Denim Shirt,,TOPS-CHEETAH-NEEDLEPOINT-VINTAGE-DENIM-SHIRT,,1,TOPS,shopify,draft
tops-cherry-blossom-waikiki,Cherry Blossom Waikiki,,TOPS-CHERRY-BLOSSOM-WAIKIKI,30,1,TOPS,shopify,draft
lighting-cherub-table-lamp,Cherub table lamp,,LIGHTING-CHERUB-TABLE-LAMP,,0,LIGHTING,shopify,draft
tops-chicos-beaded-floral-sweater,Chicos Beaded Floral Sweater,,TOPS-CHICOS-BEADED-FLORAL-SWEATER,13,1,TOPS,shopify,draft
pillowcases-circus-vintage-pilowcases,Circus Vintage Pilowcases,,PILLOWCASES-CIRCUS-VINTAGE-PILOWCASES,,2,PILLOWCASES,shopify,draft
tops-classic-car-button-up,Classic Car Button Up,,TOPS-CLASSIC-CAR-BUTTON-UP,23,1,TOPS,shopify,draft
glasses-clear-lens-80-s-glasses,Clear lens 80’s glasses,,GLASSES-CLEAR-LENS-80-S-GLASSES,12,2,GLASSES,shopify,draft
dresses-cline-kolarek-2-piece-vintage-suit,Cline & Kolarek 2 piece Vintage Suit,,DRESSES-CLINE-KOLAREK-2-PIECE-VINTAGE-SUIT,,1,DRESSES,shopify,draft
dresses-colorful-vintage-duster,Colorful Vintage Duster,,DRESSES-COLORFUL-VINTAGE-DUSTER,,1,DRESSES,shopify,draft
clothing-colorful-dress-miss-ruby,Colorful dress Miss Ruby,,CLOTHING-COLORFUL-DRESS-MISS-RUBY,,1,CLOTHING,shopify,draft
tops-cool-print-vintage-blazer,Cool Print Vintage Blazer,,TOPS-COOL-PRINT-VINTAGE-BLAZER,,1,TOPS,shopify,draft
accessories-copper-slides,Copper Slides,,ACCESSORIES-COPPER-SLIDES,,0,ACCESSORIES,shopify,draft
accessories-copper-scarve-slide,Copper scarve slide,,ACCESSORIES-COPPER-SCARVE-SLIDE,,0,ACCESSORIES,shopify,draft
shoes-cowboy-boots-dingo,Cowboy Boots Dingo,,SHOES-COWBOY-BOOTS-DINGO,,0,SHOES,shopify,draft
home-goods-cowboy-pillows,Cowboy Pillows,,HOME-GOODS-COWBOY-PILLOWS,,0,HOME GOODS,shopify,draft
accessories-cowboys-and-caftans-motel-key-fob,Cowboys and Caftans Motel Key Fob,,ACCESSORIES-COWBOYS-AND-CAFTANS-MOTEL-KEY-FOB,,12,ACCESSORIES,shopify,draft
handbags-cowboys-and-caftans-silk-coco-bag,Cowboys and Caftans Silk CoCo Bag,,HANDBAGS-COWBOYS-AND-CAFTANS-SILK-COCO-BAG,,1,HANDBAGS,shopify,draft
handbags-cowboys-and-caftans-silk-kuti-bag,Cowboys and Caftans Silk Kuti Bag,,HANDBAGS-COWBOYS-AND-CAFTANS-SILK-KUTI-BAG,,2,HANDBAGS,shopify,draft
caftans-cowboys-and-caftans-silk-patchwork-caftan,Cowboys and Caftans Silk Patchwork Caftan,,CAFTANS-COWBOYS-AND-CAFTANS-SILK-PATCHWORK-CAFTAN,,4,CAFTANS,shopify,draft
handbags-cowboys-and-caftans-silk-tote,Cowboys and Caftans Silk Tote,,HANDBAGS-COWBOYS-AND-CAFTANS-SILK-TOTE,,5,HANDBAGS,shopify,draft
handbags-cowboys-and-caftans-silk-weekender,Cowboys and Caftans Silk Weekender,,HANDBAGS-COWBOYS-AND-CAFTANS-SILK-WEEKENDER,,4,HANDBAGS,shopify,draft
tops-cowboys-and-caftans-western-snap-purple-with-longhorn-chain-stitch,Cowboys and Caftans Western Snap Purple with Longhorn chain stitch,,TOPS-COWBOYS-AND-CAFTANS-WESTERN-SNAP-PURPLE-WITH-LONGHORN-CHAIN-STITCH,69,1,TOPS,shopify,draft
accessories-cowboys-and-caftans-keychain,Cowboys and Caftans keychain,,ACCESSORIES-COWBOYS-AND-CAFTANS-KEYCHAIN,,0,ACCESSORIES,shopify,draft
handbags-cowboys-and-caftans-alice-bag,Cowboys and Caftans Alice Bag,,HANDBAGS-COWBOYS-AND-CAFTANS-ALICE-BAG,50,1,HANDBAGS,shopify,draft
handbags-cowboys-and-caftans-arrie-bag,Cowboys and Caftans Arrie Bag,,HANDBAGS-COWBOYS-AND-CAFTANS-ARRIE-BAG,75,1,HANDBAGS,shopify,draft
handbags-cowboys-and-caftans-nova-clutch,Cowboys and Caftans Nova Clutch,,HANDBAGS-COWBOYS-AND-CAFTANS-NOVA-CLUTCH,60,1,HANDBAGS,shopify,draft
handbags-cowboys-and-caftans-elly,Cowboys and Caftans Elly,,HANDBAGS-COWBOYS-AND-CAFTANS-ELLY,75,1,HANDBAGS,shopify,draft
shoes-cowboys-and-caftans-tokat-sandal,Cowboys and Caftans Tokat Sandal,,SHOES-COWBOYS-AND-CAFTANS-TOKAT-SANDAL,50,0,SHOES,shopify,draft
home-goods-crawfish-bottle-opener,Crawfish bottle opener,,HOME-GOODS-CRAWFISH-BOTTLE-OPENER,2,0,HOME GOODS,shopify,draft
tops-cream-vintage-blazer,Cream Vintage Blazer,,TOPS-CREAM-VINTAGE-BLAZER,,1,TOPS,shopify,draft
dresses-crochet-coverup,Crochet Coverup,,DRESSES-CROCHET-COVERUP,,1,DRESSES,shopify,draft
home-goods-crystals-sun-catchers,Crystals (Sun Catchers),,HOME-GOODS-CRYSTALS-SUN-CATCHERS,,25,HOME GOODS,shopify,draft
glassware-culver-harlequin-set-of-4,Culver Harlequin set of 4,,GLASSWARE-CULVER-HARLEQUIN-SET-OF-4,,0,GLASSWARE,shopify,draft
lighting-curations-green-glass-lamp,Curations Green Glass Lamp,,LIGHTING-CURATIONS-GREEN-GLASS-LAMP,,0,LIGHTING,shopify,draft
books-cure-new-orleans-drinks-and-how-to-mix-them,Cure New Orleans Drinks and How to Mix Them,,BOOKS-CURE-NEW-ORLEANS-DRINKS-AND-HOW-TO-MIX-THEM,,3,BOOKS,shopify,draft
tops-custom-80-s-jordache-romance-sold,Custom 80’s Jordache Romance SOLD,,TOPS-CUSTOM-80-S-JORDACHE-ROMANCE-SOLD,,1,TOPS,shopify,draft
stationary-and-prints-dancing-queen-red-cap,Dancing Queen Red cap,,STATIONARY-AND-PRINTS-DANCING-QUEEN-RED-CAP,,0,STATIONARY AND PRINTS,shopify,draft
tops-danimal-print-button-up,Danimal Print Button Up,,TOPS-DANIMAL-PRINT-BUTTON-UP,,5,TOPS,shopify,draft
necklaces-dansk-denmark-gold-nugget-stone-necklace,Dansk Denmark gold nugget & stone necklace,,NECKLACES-DANSK-DENMARK-GOLD-NUGGET-STONE-NECKLACE,50,1,NECKLACES,shopify,draft
dresses-dave-johnny-apricot-dress-size-7-8,Dave & Johnny Apricot Dress size 7/8,,DRESSES-DAVE-JOHNNY-APRICOT-DRESS-SIZE-7-8,,1,DRESSES,shopify,draft
dresses-dazey-dress,Dazey dress,,DRESSES-DAZEY-DRESS,,0,DRESSES,shopify,draft
books-death-magic-akasha-rabut,Death Magic Akasha Rabut,,BOOKS-DEATH-MAGIC-AKASHA-RABUT,,0,BOOKS,shopify,draft
home-goods-decorative-finial-turquoise-metal,Decorative Finial Turquoise Metal,,HOME-GOODS-DECORATIVE-FINIAL-TURQUOISE-METAL,,1,HOME GOODS,shopify,draft
